fpr,tpr,threshold
0.003897855534115916,0.029429860541427398,0.6267223799903507
0.003897855534115916,0.029532403609515995,0.6263009147866089
0.003930122550126809,0.029532403609515995,0.6258443135439175
0.003930122550126809,0.029634946677604593,0.625837995887779
0.003962389566137703,0.029634946677604593,0.6254140113608468
0.003962389566137703,0.02973748974569319,0.6253993353857121
0.004039830404563847,0.02973748974569319,0.6243695979718753
0.004039830404563847,0.029840032813781787,0.624362644103598
0.00412372464619217,0.029840032813781787,0.6236716935909296
0.00412372464619217,0.029942575881870385,0.623644931822549
0.004207618887820492,0.029942575881870385,0.6228201585504965
0.004207618887820492,0.030045118949958982,0.622791621361749
0.0042656995166401,0.030045118949958982,0.6223542631642206
0.0042656995166401,0.030250205086136177,0.6222292032127007
0.004291513129448815,0.030250205086136177,0.621899120041071
0.004291513129448815,0.030352748154224774,0.6218959372214051
0.004330233548661887,0.030352748154224774,0.6217424195022209
0.004330233548661887,0.03045529122231337,0.6217084711869961
0.004343140355066244,0.03045529122231337,0.6215942406095584
0.004343140355066244,0.03055783429040197,0.6215633268884972
0.004439941403098924,0.03055783429040197,0.6211040132366799
0.004439941403098924,0.030660377358490566,0.6210774593245532
0.00445930161270546,0.030660377358490566,0.621002247530135
0.00445930161270546,0.030762920426579164,0.6209696256632653
0.004510928838322889,0.030762920426579164,0.6206356373214168
0.004510928838322889,0.03086546349466776,0.6205980206798907
0.004633543499164284,0.03086546349466776,0.6200526881592513
0.004652903708770821,0.03086546349466776,0.6200502968743582
0.0047497047568035005,0.03086546349466776,0.6198078251004425
0.0047497047568035005,0.031070549630844956,0.6197349632931187
0.004775518369612215,0.031070549630844956,0.6194370609097285
0.004775518369612215,0.031173092698933553,0.6193993324742835
0.004872319417644895,0.031173092698933553,0.6191356675624812
0.004872319417644895,0.03127563576702215,0.6191164335827097
0.004891679627251431,0.03127563576702215,0.6190873926875375
0.004891679627251431,0.031378178835110744,0.6190733117706099
0.004917493240060146,0.031378178835110744,0.6189464227861766
0.004917493240060146,0.031480721903199345,0.6189307964623875
0.005007840884890647,0.031480721903199345,0.6186117829325186
0.005007840884890647,0.03168580803937654,0.6186009430770518
0.005143362352136399,0.03168580803937654,0.6181337991925203
0.005143362352136399,0.031890894175553734,0.6181232562978196
0.005220803190562543,0.031890894175553734,0.6179422846999656
0.005220803190562543,0.03199343724364233,0.6179368386460302
0.0052466168033712575,0.03199343724364233,0.6177962043116212
0.0052466168033712575,0.03209598031173093,0.6177889872656867
0.005265977012977794,0.03209598031173093,0.6177266417488901
0.005265977012977794,0.03219852337981952,0.6177252762863114
0.005278883819382151,0.03219852337981952,0.6176645255486708
0.005278883819382151,0.032301066447908124,0.6176535733453846
0.005311150835393044,0.032301066447908124,0.6175812468583968
0.0053176042385952235,0.03240360951599672,0.6175674273105171
0.005324057641797402,0.03240360951599672,0.6175621819082464
0.005324057641797402,0.03250615258408532,0.6175571458756571
0.005362778061010474,0.03250615258408532,0.6174518434117647
0.005362778061010474,0.03260869565217391,0.6174465355785624
0.005388591673819189,0.03260869565217391,0.6174017328460758
0.005388591673819189,0.03271123872026251,0.6173880963348354
0.005433765496234439,0.03271123872026251,0.6172453901874159
0.005433765496234439,0.03281378178835111,0.6172179609241113
0.005440218899436618,0.03281378178835111,0.6171851212732719
0.005440218899436618,0.03291632485643971,0.617170773571265
0.005569286963480191,0.03291632485643971,0.6169276176196442
0.005569286963480191,0.0330188679245283,0.6169167362930497
0.005653181205108514,0.0330188679245283,0.6168123548144814
0.0056789948179172284,0.0330188679245283,0.6167951659077131
0.005691901624321586,0.0330188679245283,0.6167946720675757
0.005691901624321586,0.0331214109926169,0.6167837350443797
0.005749982253141194,0.0331214109926169,0.6167267331472147
0.005749982253141194,0.033223954060705496,0.6167136775262392
0.005795156075556445,0.033223954060705496,0.6166245216037604
0.005795156075556445,0.0333264971287941,0.6165649396187726
0.005827423091567338,0.0333264971287941,0.6165273594593979
0.005827423091567338,0.033634126333059886,0.6165159560352297
0.005853236704376053,0.033634126333059886,0.6164851610015383
0.00586614351078041,0.033634126333059886,0.6164809174546093
0.00586614351078041,0.03373666940114848,0.6164792894702819
